space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
1	37486936	37487055	120	MACS_peak_19 ENSMUSG00000026111	MACS_peak_19	+	ENSMUSG00000026111	37487015	37495969	overlapStart	-79	40	NearestStart
1	7037487	7037628	142	MACS_peak_2 ENSMUSG00000051285	MACS_peak_2	+	ENSMUSG00000051285	7079231	7163707	upstream	-41744	41603	NearestStart
1	42115496	42115674	179	MACS_peak_21 ENSMUSG00000053640	MACS_peak_21	+	ENSMUSG00000053640	42286571	42287953	upstream	-171075	170897	NearestStart
1	43628038	43628162	125	MACS_peak_22 ENSMUSG00000073773	MACS_peak_22	+	ENSMUSG00000073773	43514118	43519067	downstream	113920	108971	NearestStart
1	57670234	57670337	104	MACS_peak_29 ENSMUSG00000038305	MACS_peak_29	+	ENSMUSG00000038305	57831772	58005238	upstream	-161538	161435	NearestStart
1	7303701	7303804	104	MACS_peak_3 ENSMUSG00000077244	MACS_peak_3	+	ENSMUSG00000077244	7255884	7256013	downstream	47817	47688	NearestStart
1	59433361	59433599	239	MACS_peak_32 ENSMUSG00000041075	MACS_peak_32	+	ENSMUSG00000041075	59539023	59543791	upstream	-105662	105424	NearestStart
1	59480137	59480316	180	MACS_peak_33 ENSMUSG00000041075	MACS_peak_33	+	ENSMUSG00000041075	59539023	59543791	upstream	-58886	58707	NearestStart
1	62228358	62228552	195	MACS_peak_35 ENSMUSG00000046526	MACS_peak_35	+	ENSMUSG00000046526	62685419	62685827	upstream	-457061	456867	NearestStart
1	70853418	70853591	174	MACS_peak_38 ENSMUSG00000045648	MACS_peak_38	+	ENSMUSG00000045648	70772289	70931971	inside	81129	78380	NearestStart
1	72275655	72275909	255	MACS_peak_39 ENSMUSG00000075752	MACS_peak_39	+	ENSMUSG00000075752	72272814	72273004	downstream	2841	2651	NearestStart
1	7722943	7723046	104	MACS_peak_4 ENSMUSG00000054338	MACS_peak_4	+	ENSMUSG00000054338	7488080	7488381	downstream	234863	234562	NearestStart
1	72301781	72302094	314	MACS_peak_40 ENSMUSG00000075806	MACS_peak_40	+	ENSMUSG00000075806	72301582	72301772	downstream	199	9	NearestStart
1	72624061	72624191	131	MACS_peak_41 ENSMUSG00000039354	MACS_peak_41	+	ENSMUSG00000039354	72629832	72679704	upstream	-5771	5641	NearestStart
1	74871382	74871549	168	MACS_peak_45 ENSMUSG00000033204	MACS_peak_45	+	ENSMUSG00000033204	74901678	74902781	upstream	-30296	30129	NearestStart
1	75439802	75439948	147	MACS_peak_46 ENSMUSG00000033007	MACS_peak_46	+	ENSMUSG00000033007	75447011	75470915	upstream	-7209	7063	NearestStart
1	12734705	12734815	111	MACS_peak_5 ENSMUSG00000016918	MACS_peak_5	+	ENSMUSG00000016918	12708610	12850458	inside	26095	26095	NearestStart
1	78654305	78654549	245	MACS_peak_51 ENSMUSG00000032883	MACS_peak_51	+	ENSMUSG00000032883	78654400	78703562	overlapStart	-95	95	NearestStart
1	79772566	79772733	168	MACS_peak_52 ENSMUSG00000026248	MACS_peak_52	+	ENSMUSG00000026248	79772708	79778019	overlapStart	-142	25	NearestStart
1	88205884	88206205	322	MACS_peak_55 ENSMUSG00000079445	MACS_peak_55	+	ENSMUSG00000079445	88200043	88203878	downstream	5841	2006	NearestStart
1	88207541	88207838	298	MACS_peak_56 ENSMUSG00000079445	MACS_peak_56	+	ENSMUSG00000079445	88200043	88203878	downstream	7498	3663	NearestStart
1	88483579	88483765	187	MACS_peak_57 ENSMUSG00000026240	MACS_peak_57	+	ENSMUSG00000026240	88479479	88503075	inside	4100	4100	NearestStart
1	89127253	89127417	165	MACS_peak_58 ENSMUSG00000026254	MACS_peak_58	+	ENSMUSG00000026254	89110489	89137063	inside	16764	9646	NearestStart
1	89210534	89210669	136	MACS_peak_59 ENSMUSG00000048000	MACS_peak_59	+	ENSMUSG00000048000	89223617	89347347	upstream	-13083	12948	NearestStart
1	12734855	12734958	104	MACS_peak_6 ENSMUSG00000016918	MACS_peak_6	+	ENSMUSG00000016918	12708610	12850458	inside	26245	26245	NearestStart
1	92499971	92500074	104	MACS_peak_60 ENSMUSG00000034432	MACS_peak_60	+	ENSMUSG00000034432	92500074	92509699	overlapStart	-103	0	NearestStart
1	102774766	102774870	105	MACS_peak_62 ENSMUSG00000077039	MACS_peak_62	+	ENSMUSG00000077039	102758370	102758478	downstream	16396	16288	NearestStart
1	108068120	108068282	163	MACS_peak_63 ENSMUSG00000044340	MACS_peak_63	+	ENSMUSG00000044340	108068581	108290821	upstream	-461	299	NearestStart
1	120285426	120285552	127	MACS_peak_64 ENSMUSG00000064302	MACS_peak_64	+	ENSMUSG00000064302	120285635	120506009	upstream	-209	83	NearestStart
1	120522166	120522313	148	MACS_peak_66 ENSMUSG00000026380	MACS_peak_66	+	ENSMUSG00000026380	120524527	120579448	upstream	-2361	2214	NearestStart
1	120544685	120544835	151	MACS_peak_67 ENSMUSG00000026380	MACS_peak_67	+	ENSMUSG00000026380	120524527	120579448	inside	20158	20158	NearestStart
1	12826211	12826358	148	MACS_peak_7 ENSMUSG00000016918	MACS_peak_7	+	ENSMUSG00000016918	12708610	12850458	inside	117601	24100	NearestStart
1	122251091	122251217	127	MACS_peak_74 ENSMUSG00000036907	MACS_peak_74	+	ENSMUSG00000036907	122237152	122239748	downstream	13939	11343	NearestStart
1	128025820	128026023	204	MACS_peak_76 ENSMUSG00000080559	MACS_peak_76	+	ENSMUSG00000080559	127939847	127939917	downstream	85973	85903	NearestStart
1	134097581	134097759	179	MACS_peak_77 ENSMUSG00000065435	MACS_peak_77	+	ENSMUSG00000065435	134094665	134094761	downstream	2916	2820	NearestStart
1	134747504	134747679	176	MACS_peak_79 ENSMUSG00000026443	MACS_peak_79	+	ENSMUSG00000026443	134777190	134836561	upstream	-29686	29511	NearestStart
1	136456693	136456817	125	MACS_peak_83 ENSMUSG00000042207	MACS_peak_83	+	ENSMUSG00000042207	136456769	136528196	overlapStart	-76	48	NearestStart
1	137404468	137404627	160	MACS_peak_84 ENSMUSG00000054412	MACS_peak_84	+	ENSMUSG00000054412	137481350	137496527	upstream	-76882	76723	NearestStart
1	138567199	138567353	155	MACS_peak_87 ENSMUSG00000041483	MACS_peak_87	+	ENSMUSG00000041483	138521478	138526630	downstream	45721	40569	NearestStart
1	16120140	16120296	157	MACS_peak_9 ENSMUSG00000025921	MACS_peak_9	+	ENSMUSG00000025921	16095963	16122630	inside	24177	2334	NearestStart
1	142142160	142142263	104	MACS_peak_90 ENSMUSG00000052726	MACS_peak_90	+	ENSMUSG00000052726	142142793	142508640	upstream	-633	530	NearestStart
1	142325992	142326166	175	MACS_peak_91 ENSMUSG00000052726	MACS_peak_91	+	ENSMUSG00000052726	142142793	142508640	inside	183199	182474	NearestStart
1	154821076	154821230	155	MACS_peak_93 ENSMUSG00000042751	MACS_peak_93	+	ENSMUSG00000042751	154802128	154964443	inside	18948	18948	NearestStart
1	154884928	154885059	132	MACS_peak_94 ENSMUSG00000042751	MACS_peak_94	+	ENSMUSG00000042751	154802128	154964443	inside	82800	79384	NearestStart
1	155927885	155928011	127	MACS_peak_95 ENSMUSG00000066797	MACS_peak_95	+	ENSMUSG00000066797	156051227	156052804	upstream	-123342	123216	NearestStart
1	6448151	6448293	143	MACS_peak_1 ENSMUSG00000073741	MACS_peak_1	-	ENSMUSG00000073741	6204693	6205373	upstream	-242778	242778	NearestStart
1	163061622	163061735	114	MACS_peak_100 ENSMUSG00000026705	MACS_peak_100	-	ENSMUSG00000026705	163018506	163061642	overlapStart	20	20	NearestStart
1	167932618	167932736	119	MACS_peak_105 ENSMUSG00000026565	MACS_peak_105	-	ENSMUSG00000026565	167805616	167932765	inside	147	29	NearestStart
1	169428248	169428372	125	MACS_peak_109 ENSMUSG00000040485	MACS_peak_109	-	ENSMUSG00000040485	169375806	169396911	upstream	-31337	31337	NearestStart
1	171461564	171461667	104	MACS_peak_110 ENSMUSG00000026683	MACS_peak_110	-	ENSMUSG00000026683	171428065	171461595	overlapStart	31	31	NearestStart
1	172407932	172408056	125	MACS_peak_111 ENSMUSG00000038473	MACS_peak_111	-	ENSMUSG00000038473	172248603	172487241	inside	79309	79185	NearestStart
1	173401673	173401842	170	MACS_peak_112 ENSMUSG00000065033	MACS_peak_112	-	ENSMUSG00000065033	173433179	173433294	downstream	31621	31337	NearestStart
1	174253542	174253700	159	MACS_peak_114 ENSMUSG00000038026	MACS_peak_114	-	ENSMUSG00000038026	174251164	174259394	inside	5852	2378	NearestStart
1	175320091	175320200	110	MACS_peak_116 ENSMUSG00000005338	MACS_peak_116	-	ENSMUSG00000005338	175264385	175297826	upstream	-22265	22265	NearestStart
1	178564460	178564585	126	MACS_peak_117 ENSMUSG00000065573	MACS_peak_117	-	ENSMUSG00000065573	178702456	178702554	downstream	138094	137871	NearestStart
1	180268339	180268511	173	MACS_peak_118 ENSMUSG00000039630	MACS_peak_118	-	ENSMUSG00000039630	180258431	180267915	upstream	-424	424	NearestStart
1	181153900	181154097	198	MACS_peak_120 ENSMUSG00000055067	MACS_peak_120	-	ENSMUSG00000055067	180885177	181448172	inside	294272	268723	NearestStart
1	183074388	183074585	198	MACS_peak_124 ENSMUSG00000026516	MACS_peak_124	-	ENSMUSG00000026516	183023554	183074288	upstream	-100	100	NearestStart
1	188334459	188334787	329	MACS_peak_125 ENSMUSG00000039239	MACS_peak_125	-	ENSMUSG00000039239	188447529	188529868	downstream	195409	112742	NearestStart
1	190463688	190463822	135	MACS_peak_127 ENSMUSG00000077235	MACS_peak_127	-	ENSMUSG00000077235	190446802	190446932	upstream	-16756	16756	NearestStart
1	192838359	192838495	137	MACS_peak_129 ENSMUSG00000066595	MACS_peak_129	-	ENSMUSG00000066595	192829711	192850069	inside	11710	8648	NearestStart
1	33612584	33612687	104	MACS_peak_13 ENSMUSG00000026134	MACS_peak_13	-	ENSMUSG00000026134	33510659	33726600	inside	114016	101925	NearestStart
1	192854200	192854364	165	MACS_peak_130 ENSMUSG00000066595	MACS_peak_130	-	ENSMUSG00000066595	192829711	192850069	upstream	-4131	4131	NearestStart
1	35172648	35172841	194	MACS_peak_14 ENSMUSG00000077231	MACS_peak_14	-	ENSMUSG00000077231	35235801	35235929	downstream	63281	62960	NearestStart
1	36308458	36308580	123	MACS_peak_17 ENSMUSG00000037470	MACS_peak_17	-	ENSMUSG00000037470	36200331	36301121	upstream	-7337	7337	NearestStart
1	41197504	41197680	177	MACS_peak_20 ENSMUSG00000057359	MACS_peak_20	-	ENSMUSG00000057359	40920579	40921064	upstream	-276440	276440	NearestStart
1	43956345	43956452	108	MACS_peak_23 ENSMUSG00000077132	MACS_peak_23	-	ENSMUSG00000077132	43975622	43975731	downstream	19386	19170	NearestStart
1	53010433	53010618	186	MACS_peak_24 ENSMUSG00000043629	MACS_peak_24	-	ENSMUSG00000043629	52979168	53020104	inside	9671	9486	NearestStart
1	53880762	53880866	105	MACS_peak_25 ENSMUSG00000026094	MACS_peak_25	-	ENSMUSG00000026094	53812358	53841998	upstream	-38764	38764	NearestStart
1	54541959	54542070	112	MACS_peak_26 ENSMUSG00000073678	MACS_peak_26	-	ENSMUSG00000073678	54532544	54532741	upstream	-9218	9218	NearestStart
1	56901462	56901628	167	MACS_peak_27 ENSMUSG00000038331	MACS_peak_27	-	ENSMUSG00000038331	56853111	57028178	inside	126716	48351	NearestStart
1	56995441	56995571	131	MACS_peak_28 ENSMUSG00000038331	MACS_peak_28	-	ENSMUSG00000038331	56853111	57028178	inside	32737	32607	NearestStart
1	58502322	58502434	113	MACS_peak_30 ENSMUSG00000026035	MACS_peak_30	-	ENSMUSG00000026035	58487838	58502330	overlapStart	8	8	NearestStart
1	58627418	58627637	220	MACS_peak_31 ENSMUSG00000038174	MACS_peak_31	-	ENSMUSG00000038174	58584100	58643167	inside	15749	15530	NearestStart
1	60113301	60113460	160	MACS_peak_34 ENSMUSG00000026018	MACS_peak_34	-	ENSMUSG00000026018	60045914	60099931	upstream	-13370	13370	NearestStart
1	63247004	63247149	146	MACS_peak_36 ENSMUSG00000046856	MACS_peak_36	-	ENSMUSG00000046856	63229270	63260783	inside	13779	13634	NearestStart
1	65087512	65087679	168	MACS_peak_37 ENSMUSG00000025955	MACS_peak_37	-	ENSMUSG00000025955	65059660	65079322	upstream	-8190	8190	NearestStart
1	73547357	73547495	139	MACS_peak_42 ENSMUSG00000055322	MACS_peak_42	-	ENSMUSG00000055322	73959520	73988603	downstream	441246	412025	NearestStart
1	73689462	73689570	109	MACS_peak_43 ENSMUSG00000055322	MACS_peak_43	-	ENSMUSG00000055322	73959520	73988603	downstream	299141	269950	NearestStart
1	74634601	74634738	138	MACS_peak_44 ENSMUSG00000026135	MACS_peak_44	-	ENSMUSG00000026135	74611701	74634719	overlapStart	118	19	NearestStart
1	77449419	77449621	203	MACS_peak_47 ENSMUSG00000026235	MACS_peak_47	-	ENSMUSG00000026235	77363760	77511663	inside	62244	62042	NearestStart
1	77450587	77450702	116	MACS_peak_48 ENSMUSG00000026235	MACS_peak_48	-	ENSMUSG00000026235	77363760	77511663	inside	61076	60961	NearestStart
1	77493502	77493716	215	MACS_peak_49 ENSMUSG00000026235	MACS_peak_49	-	ENSMUSG00000026235	77363760	77511663	inside	18161	17947	NearestStart
1	78116563	78116766	204	MACS_peak_50 ENSMUSG00000004872	MACS_peak_50	-	ENSMUSG00000004872	78097842	78193691	inside	77128	18721	NearestStart
1	80234129	80234282	154	MACS_peak_53 ENSMUSG00000043230	MACS_peak_53	-	ENSMUSG00000043230	80195281	80210519	upstream	-23610	23610	NearestStart
1	80400196	80400364	169	MACS_peak_54 ENSMUSG00000004364	MACS_peak_54	-	ENSMUSG00000004364	80263393	80337017	upstream	-63179	63179	NearestStart
1	99983119	99983306	188	MACS_peak_61 ENSMUSG00000073605	MACS_peak_61	-	ENSMUSG00000073605	99980855	99981294	upstream	-1825	1825	NearestStart
1	120355672	120355825	154	MACS_peak_65 ENSMUSG00000080542	MACS_peak_65	-	ENSMUSG00000080542	120355776	120355844	overlapEnd	172	19	NearestStart
1	120945694	120945847	154	MACS_peak_68 ENSMUSG00000048402	MACS_peak_68	-	ENSMUSG00000048402	120730638	120950196	inside	4502	4349	NearestStart
1	120972710	120972883	174	MACS_peak_69 ENSMUSG00000048402	MACS_peak_69	-	ENSMUSG00000048402	120730638	120950196	upstream	-22514	22514	NearestStart
1	121053994	121054152	159	MACS_peak_70 ENSMUSG00000048402	MACS_peak_70	-	ENSMUSG00000048402	120730638	120950196	upstream	-103798	103798	NearestStart
1	121245174	121245321	148	MACS_peak_71 ENSMUSG00000037035	MACS_peak_71	-	ENSMUSG00000037035	121312042	121318825	downstream	73651	66721	NearestStart
1	121285313	121285461	149	MACS_peak_72 ENSMUSG00000037035	MACS_peak_72	-	ENSMUSG00000037035	121312042	121318825	downstream	33512	26581	NearestStart
1	121350364	121350537	174	MACS_peak_73 ENSMUSG00000037035	MACS_peak_73	-	ENSMUSG00000037035	121312042	121318825	upstream	-31539	31539	NearestStart
1	122983850	122984077	228	MACS_peak_75 ENSMUSG00000003721	MACS_peak_75	-	ENSMUSG00000003721	123200934	123229157	downstream	245307	216857	NearestStart
1	134118847	134119097	251	MACS_peak_78 ENSMUSG00000066936	MACS_peak_78	-	ENSMUSG00000066936	134125796	134126203	downstream	7356	6699	NearestStart
1	14302765	14302906	142	MACS_peak_8 ENSMUSG00000025932	MACS_peak_8	-	ENSMUSG00000025932	14159035	14300281	upstream	-2484	2484	NearestStart
1	135294225	135294353	129	MACS_peak_80 ENSMUSG00000070643	MACS_peak_80	-	ENSMUSG00000070643	135279099	135320789	inside	26564	15126	NearestStart
1	135591145	135591336	192	MACS_peak_81 ENSMUSG00000051998	MACS_peak_81	-	ENSMUSG00000051998	135575677	135586593	upstream	-4552	4552	NearestStart
1	136431688	136431917	230	MACS_peak_82 ENSMUSG00000046367	MACS_peak_82	-	ENSMUSG00000046367	136437562	136438487	downstream	6799	5645	NearestStart
1	137573654	137573814	161	MACS_peak_85 ENSMUSG00000009418	MACS_peak_85	-	ENSMUSG00000009418	137335450	137584682	inside	11028	10868	NearestStart
1	138466956	138467140	185	MACS_peak_86 ENSMUSG00000079285	MACS_peak_86	-	ENSMUSG00000079285	138447588	138447854	upstream	-19102	19102	NearestStart
1	138776308	138776436	129	MACS_peak_88 ENSMUSG00000026398	MACS_peak_88	-	ENSMUSG00000026398	138740853	138857004	inside	80696	35455	NearestStart
1	139275251	139275415	165	MACS_peak_89 ENSMUSG00000077207	MACS_peak_89	-	ENSMUSG00000077207	139112121	139112224	upstream	-163027	163027	NearestStart
1	153917670	153917884	215	MACS_peak_92 ENSMUSG00000032666	MACS_peak_92	-	ENSMUSG00000032666	153737978	153937229	inside	19559	19345	NearestStart
1	158891650	158891759	110	MACS_peak_96 ENSMUSG00000026594	MACS_peak_96	-	ENSMUSG00000026594	158738253	158869664	upstream	-21986	21986	NearestStart
1	158910021	158910128	108	MACS_peak_97 ENSMUSG00000026594	MACS_peak_97	-	ENSMUSG00000026594	158738253	158869664	upstream	-40357	40357	NearestStart
1	160286355	160286531	177	MACS_peak_98 ENSMUSG00000004031	MACS_peak_98	-	ENSMUSG00000004031	160175397	160286393	overlapStart	38	38	NearestStart
1	162240320	162240450	131	MACS_peak_99 ENSMUSG00000014226	MACS_peak_99	-	ENSMUSG00000014226	162133056	162142908	upstream	-97412	97412	NearestStart
1	190463688	190463822	135	MACS_peak_127 ENSMUSG00000026609	MACS_peak_127	+	ENSMUSG00000026609	190085914	190788920	inside	377774	325098	Overlapping
1	190678209	190678386	178	MACS_peak_128 ENSMUSG00000026609	MACS_peak_128	+	ENSMUSG00000026609	190085914	190788920	inside	592295	110534	Overlapping
1	194339412	194339570	159	MACS_peak_131 ENSMUSG00000037375	MACS_peak_131	-	ENSMUSG00000037375	194336710	194597407	inside	257995	2702	Overlapping
1	53880762	53880866	105	MACS_peak_25 ENSMUSG00000042807	MACS_peak_25	-	ENSMUSG00000042807	53868019	54251878	inside	371116	12743	Overlapping
1	54541959	54542070	112	MACS_peak_26 ENSMUSG00000070889	MACS_peak_26	-	ENSMUSG00000070889	54537550	54614467	inside	72508	4409	Overlapping
1	58502322	58502434	113	MACS_peak_30 ENSMUSG00000026036	MACS_peak_30	+	ENSMUSG00000026036	58502111	58538660	inside	211	211	Overlapping
1	62228358	62228552	195	MACS_peak_35 ENSMUSG00000052062	MACS_peak_35	+	ENSMUSG00000052062	61685398	62688858	inside	542960	460306	Overlapping
1	78654305	78654549	245	MACS_peak_51 ENSMUSG00000079470	MACS_peak_51	+	ENSMUSG00000079470	78654449	78664176	overlapStart	-144	100	Overlapping
1	99983119	99983306	188	MACS_peak_61 ENSMUSG00000026335	MACS_peak_61	-	ENSMUSG00000026335	99717672	99992090	inside	8971	8784	Overlapping
1	120355672	120355825	154	MACS_peak_65 ENSMUSG00000064302	MACS_peak_65	+	ENSMUSG00000064302	120285635	120506009	inside	70037	70037	Overlapping
1	128025820	128026023	204	MACS_peak_76 ENSMUSG00000049690	MACS_peak_76	-	ENSMUSG00000049690	127810214	128727209	inside	701389	215606	Overlapping
1	134097581	134097759	179	MACS_peak_77 ENSMUSG00000079330	MACS_peak_77	+	ENSMUSG00000079330	134088008	134155804	inside	9573	9573	Overlapping
1	134118847	134119097	251	MACS_peak_78 ENSMUSG00000079330	MACS_peak_78	+	ENSMUSG00000079330	134088008	134155804	inside	30839	30839	Overlapping
1	137404468	137404627	160	MACS_peak_84 ENSMUSG00000009418	MACS_peak_84	-	ENSMUSG00000009418	137335450	137584682	inside	180214	69018	Overlapping
1	162240320	162240450	131	MACS_peak_99 ENSMUSG00000026721	MACS_peak_99	-	ENSMUSG00000026721	162149305	162723069	inside	482749	91015	Overlapping
10	6012974	6013145	172	MACS_peak_133 ENSMUSG00000075327	MACS_peak_133	+	ENSMUSG00000075327	5958433	5979459	downstream	54541	33515	NearestStart
10	6454416	6454622	207	MACS_peak_135 ENSMUSG00000082123	MACS_peak_135	+	ENSMUSG00000082123	6476934	6477242	upstream	-22518	22312	NearestStart
10	12292607	12292802	196	MACS_peak_138 ENSMUSG00000065181	MACS_peak_138	+	ENSMUSG00000065181	12088421	12088630	downstream	204186	203977	NearestStart
10	18928039	18928180	142	MACS_peak_141 ENSMUSG00000045591	MACS_peak_141	+	ENSMUSG00000045591	19076366	19191986	upstream	-148327	148186	NearestStart
10	20098878	20099037	160	MACS_peak_143 ENSMUSG00000019992	MACS_peak_143	+	ENSMUSG00000019992	20067625	20078024	downstream	31253	20854	NearestStart
10	23533072	23533238	167	MACS_peak_149 ENSMUSG00000037455	MACS_peak_149	+	ENSMUSG00000037455	23516792	23547774	inside	16280	14536	NearestStart
10	24589660	24589775	116	MACS_peak_150 ENSMUSG00000019984	MACS_peak_150	+	ENSMUSG00000019984	24589853	24633265	upstream	-193	78	NearestStart
10	25594753	25594895	143	MACS_peak_152 ENSMUSG00000039098	MACS_peak_152	+	ENSMUSG00000039098	25798061	25799253	upstream	-203308	203166	NearestStart
10	28356001	28356172	172	MACS_peak_153 ENSMUSG00000049109	MACS_peak_153	+	ENSMUSG00000049109	28388201	28602555	upstream	-32200	32029	NearestStart
10	36693958	36694152	195	MACS_peak_157 ENSMUSG00000019777	MACS_peak_157	+	ENSMUSG00000019777	36694350	36721694	upstream	-392	198	NearestStart
10	43197509	43197683	175	MACS_peak_158 ENSMUSG00000038214	MACS_peak_158	+	ENSMUSG00000038214	43198946	43235202	upstream	-1437	1263	NearestStart
10	52424411	52424581	171	MACS_peak_161 ENSMUSG00000038602	MACS_peak_161	+	ENSMUSG00000038602	52410803	52831188	inside	13608	13608	NearestStart
10	56094064	56094313	250	MACS_peak_162 ENSMUSG00000050953	MACS_peak_162	+	ENSMUSG00000050953	56097136	56110221	upstream	-3072	2823	NearestStart
10	59021490	59021638	149	MACS_peak_163 ENSMUSG00000071280	MACS_peak_163	+	ENSMUSG00000071280	59078811	59079146	upstream	-57321	57173	NearestStart
10	59604587	59604761	175	MACS_peak_164 ENSMUSG00000058297	MACS_peak_164	+	ENSMUSG00000058297	59568967	59597946	downstream	35620	6641	NearestStart
10	60778250	60778353	104	MACS_peak_165 ENSMUSG00000061488	MACS_peak_165	+	ENSMUSG00000061488	60772569	60773065	downstream	5681	5185	NearestStart
10	60878696	60878935	240	MACS_peak_166 ENSMUSG00000037171	MACS_peak_166	+	ENSMUSG00000037171	60881036	60888085	upstream	-2340	2101	NearestStart
10	61062487	61062623	137	MACS_peak_167 ENSMUSG00000020090	MACS_peak_167	+	ENSMUSG00000020090	61076757	61086098	upstream	-14270	14134	NearestStart
10	62552295	62552461	167	MACS_peak_170 ENSMUSG00000036816	MACS_peak_170	+	ENSMUSG00000036816	62562904	62563353	upstream	-10609	10443	NearestStart
10	66383248	66383361	114	MACS_peak_172 ENSMUSG00000075004	MACS_peak_172	+	ENSMUSG00000075004	66491167	66491503	upstream	-107919	107806	NearestStart
10	66466013	66466193	181	MACS_peak_173 ENSMUSG00000075004	MACS_peak_173	+	ENSMUSG00000075004	66491167	66491503	upstream	-25154	24974	NearestStart
10	66546685	66546844	160	MACS_peak_174 ENSMUSG00000075003	MACS_peak_174	+	ENSMUSG00000075003	66558877	66559470	upstream	-12192	12033	NearestStart
10	67577963	67578167	205	MACS_peak_176 ENSMUSG00000037846	MACS_peak_176	+	ENSMUSG00000037846	67442318	67521903	downstream	135645	56060	NearestStart
10	70911168	70911328	161	MACS_peak_179 ENSMUSG00000060733	MACS_peak_179	+	ENSMUSG00000060733	70810541	70848631	downstream	100627	62537	NearestStart
10	72502380	72502525	146	MACS_peak_180 ENSMUSG00000046980	MACS_peak_180	+	ENSMUSG00000046980	72562202	72562673	upstream	-59822	59677	NearestStart
10	77559524	77559643	120	MACS_peak_182 ENSMUSG00000000732	MACS_peak_182	+	ENSMUSG00000000732	77532105	77546000	downstream	27419	13524	NearestStart
10	77853904	77854076	173	MACS_peak_183 ENSMUSG00000064317	MACS_peak_183	+	ENSMUSG00000064317	77856059	77856497	upstream	-2155	1983	NearestStart
